GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0004888	transmembrane signaling receptor activity	7.14190999730608e-08	7.14190999730608e-08	+1	ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364
GO:0046875	ephrin receptor binding	1.53060216052547e-07	1.53060216052547e-07	+1	ENSG00000108947,ENSG00000116106,ENSG00000135333,ENSG00000143590,ENSG00000243364
GO:0038023	signaling receptor activity	5.85781760083913e-07	5.85781760083913e-07	+1	ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364
GO:0060089	molecular transducer activity	6.34730041077025e-07	6.34730041077025e-07	+1	ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364
GO:0005524	ATP binding	8.26260509019006e-07	8.26260509019006e-07	+1	ENSG00000099725,rs17396340,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,NLRP1
GO:0032559	adenyl ribonucleotide binding	1.35407915782566e-06	1.35407915782566e-06	+1	ENSG00000099725,rs17396340,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,NLRP1
GO:0140096	catalytic activity, acting on a protein	1.40091051884285e-06	1.40091051884285e-06	+1	ENSG00000099725,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364,ENSG00000156103
GO:0030554	adenyl nucleotide binding	1.48370820117243e-06	1.48370820117243e-06	+1	ENSG00000099725,rs17396340,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,NLRP1
GO:0008144	drug binding	6.54507918213275e-06	6.54507918213275e-06	+1	ENSG00000099725,rs17396340,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,NLRP1
GO:0035639	purine ribonucleoside triphosphate binding	1.20615974635117e-05	1.20615974635117e-05	+1	ENSG00000099725,rs17396340,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,NLRP1
GO:0032555	purine ribonucleotide binding	1.87549377724859e-05	1.87549377724859e-05	+1	ENSG00000099725,rs17396340,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,NLRP1
GO:0017076	purine nucleotide binding	2.04449432122035e-05	2.04449432122035e-05	+1	ENSG00000099725,rs17396340,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,NLRP1
GO:0032553	ribonucleotide binding	2.08541636407824e-05	2.08541636407824e-05	+1	ENSG00000099725,rs17396340,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,NLRP1
GO:0016740	transferase activity	3.46756899702022e-05	3.46756899702022e-05	+1	ENSG00000099725,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364
GO:0008046	axon guidance receptor activity	7.15100543249407e-05	7.15100543249407e-05	+1	ENSG00000133216,ENSG00000135333,ENSG00000154928
GO:0000166	nucleotide binding	9.07595594325542e-05	9.07595594325542e-05	+1	ENSG00000099725,rs17396340,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,NLRP1
GO:1901265	nucleoside phosphate binding	9.12863863430639e-05	9.12863863430639e-05	+1	ENSG00000099725,rs17396340,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,NLRP1
GO:0097367	carbohydrate derivative binding	0.000161323212131675	0.000161323212131675	+1	ENSG00000099725,rs17396340,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,NLRP1
GO:0036094	small molecule binding	0.000765359566202293	0.000765359566202293	+1	ENSG00000099725,rs17396340,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,NLRP1
GO:0043168	anion binding	0.00252893550444094	0.00252893550444094	+1	ENSG00000099725,rs17396340,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,NLRP1
HPA:053060_03	testis; preleptotene spermatocytes[Uncertain,High]	1.5552411142753e-08	1.5552411142753e-08	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992
HPA:053060_13	testis; preleptotene spermatocytes[Supported,High]	1.5552411142753e-08	1.5552411142753e-08	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992
HPA:053060_12	testis; preleptotene spermatocytes[Supported,Medium]	9.56833937712528e-08	9.56833937712528e-08	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992
HPA:053060_02	testis; preleptotene spermatocytes[Uncertain,Medium]	1.07780950433768e-07	1.07780950433768e-07	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992
HPA:053090_13	testis; spermatogonia[Supported,High]	1.21121690896147e-07	1.21121690896147e-07	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992
HPA:053090_03	testis; spermatogonia[Uncertain,High]	1.35805042371161e-07	1.35805042371161e-07	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992
HPA:053090_12	testis; spermatogonia[Supported,Medium]	2.10159247377043e-07	2.10159247377043e-07	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992
HPA:053090_02	testis; spermatogonia[Uncertain,Medium]	2.33256197557179e-07	2.33256197557179e-07	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992
HPA:053060_11	testis; preleptotene spermatocytes[Supported,Low]	3.82752917116704e-07	3.82752917116704e-07	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992
HPA:053090_11	testis; spermatogonia[Supported,Low]	3.82752917116704e-07	3.82752917116704e-07	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992
HPA:053060_01	testis; preleptotene spermatocytes[Uncertain,Low]	4.61434570338506e-07	4.61434570338506e-07	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992
HPA:053090_01	testis; spermatogonia[Uncertain,Low]	4.61434570338506e-07	4.61434570338506e-07	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992
HPA:053050_10	testis; peritubular cells[Supported,Not detected]	3.00246152250221e-06	3.00246152250221e-06	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992
HPA:053090_10	testis; spermatogonia[Supported,Not detected]	3.00246152250221e-06	3.00246152250221e-06	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992
HPA:053040_10	testis; pachytene spermatocytes[Supported,Not detected]	3.00246152250221e-06	3.00246152250221e-06	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992
HPA:053060_10	testis; preleptotene spermatocytes[Supported,Not detected]	3.00246152250221e-06	3.00246152250221e-06	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992
HPA:053030_10	testis; elongated or late spermatids[Supported,Not detected]	3.00246152250221e-06	3.00246152250221e-06	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992
HPA:053080_10	testis; sertoli cells[Supported,Not detected]	3.00246152250221e-06	3.00246152250221e-06	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992
HPA:053070_10	testis; round or early spermatids[Supported,Not detected]	3.00246152250221e-06	3.00246152250221e-06	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992
HPA:053050	testis; peritubular cells	0.00017172138291506	0.00017172138291506	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992
HPA:053090	testis; spermatogonia	0.00017172138291506	0.00017172138291506	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992
HPA:053080	testis; sertoli cells	0.00017172138291506	0.00017172138291506	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992
HPA:053060	testis; preleptotene spermatocytes	0.00017172138291506	0.00017172138291506	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992
HPA:053030	testis; elongated or late spermatids	0.000183330461254526	0.000183330461254526	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992
HPA:053040	testis; pachytene spermatocytes	0.000183330461254526	0.000183330461254526	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992
HPA:053070	testis; round or early spermatids	0.000189372336393478	0.000189372336393478	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992
MIRNA:hsa-miR-567	hsa-miR-567	0.0327458984875782	0.0327458984875782	+1	ENSG00000099715,rs17396340,ENSG00000145242,ENSG00000146904
REAC:R-HSA-3928665	EPH-ephrin mediated repulsion of cells	9.07417818724181e-28	9.07417818724181e-28	+1	ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364
REAC:R-HSA-2682334	EPH-Ephrin signaling	1.19275769842535e-23	1.19275769842535e-23	+1	ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364
REAC:R-HSA-3928663	EPHA-mediated growth cone collapse	1.02145422026456e-22	1.02145422026456e-22	+1	ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000116106,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000183317,ENSG00000243364
REAC:R-HSA-422475	Axon guidance	4.15550564438505e-14	4.15550564438505e-14	+1	ENSG00000129824,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364
REAC:R-HSA-1266738	Developmental Biology	9.94350883044939e-10	9.94350883044939e-10	+1	ENSG00000129824,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364
REAC:R-HSA-3928664	Ephrin signaling	0.000980138974391023	0.000980138974391023	+1	ENSG00000108947,ENSG00000133216,ENSG00000154928
REAC:R-HSA-3928662	EPHB-mediated forward signaling	0.0138743223776344	0.0138743223776344	+1	ENSG00000108947,ENSG00000133216,ENSG00000154928
WP:WP4561	Cell migration and invasion through p75NTR	0.00107982065657064	0.00107982065657064	+1	ENSG00000108947,ENSG00000143590,ENSG00000243364
